,isin,bbticker,script_name,start_date,end_date
981,INE634S01028,MANKIND IN Equity,MANKIND,1900-01-01,9999-12-31
982,INE918Z01012,KAYNES IN Equity,KAYNES,1900-01-01,9999-12-31
983,INE177H01021,GODPI IN Equity,GPIL,1900-01-01,9999-12-31
984,INE884B01025,KKF IN Equity,KKF,1900-01-01,2024-08-01
985,INE429E01023,SII IN Equity,SAFARI,1900-01-01,9999-12-31
986,INE0DYJ01015,SYRMA IN Equity,SYRMA,1900-01-01,9999-12-31
987,INE338H01029,CONCORDB IN Equity,CONCORDBIO,1900-01-01,9999-12-31
988,INE463V01026,ANANDRAT IN Equity,ANANDRATHI,1900-01-01,9999-12-31
989,INE209L01016,JWL IN Equity,JWL,1900-01-01,9999-12-31
990,INE731H01025,ACCE IN Equity,ACE,1900-01-01,9999-12-31
991,INE0LMW01024,CELLO IN Equity,CELLO,1900-01-01,9999-12-31
992,INE321T01012,DOMS IN Equity,DOMS,1900-01-01,9999-12-31
993,INE205B01031,ELCN IN Equity,ELECON,1900-01-01,9999-12-31
994,INE281B01032,LLOYDSME IN Equity,LLOYDSME,1900-01-01,9999-12-31
995,INE880J01026,JSWINFRA IN Equity,JSWINFRA,1900-01-01,9999-12-31
996,INE330T01021,HAPPYFOR IN Equity,HAPPYFORGE,1900-01-01,9999-12-31
997,INE292B01021,HBPS IN Equity,HBLPOWER,1900-01-01,9999-12-31
998,INE0J5401028,HONASA IN Equity,HONASA,1900-01-01,9999-12-31
999,INE777K01022,RRKABEL IN Equity,RRKABEL,1900-01-01,9999-12-31
1000,INE531F01015,NUVAMA IN Equity,NUVAMA,1900-01-01,9999-12-31
1001,INE903U01023,SIGNATUR IN Equity,SIGNATURE,1900-01-01,9999-12-31
1002,INE615H01020,TITAGARH IN Equity,TITAGARH,1900-01-01,9999-12-31
1003,INE395N01027,TVSSCS IN Equity,TVSSCS,1900-01-01,9999-12-31
1004,INE423Y01016,SBFC IN Equity,SBFC,1900-01-01,9999-12-31
1005,INE142M01025,TATATECH IN Equity,TATATECH,1900-01-01,9999-12-31
